product_name,product_code
Rear-view mirrors for vehicles,7009.10.00.00
Unframed:,7009.91
Not over 929 cm<sup>2</sup> in reflecting area,7009.91.10
Containing LED or fluorescent lighting,7009.91.10.10
Other,7009.91.10.90
Over 929 cm<sup>2</sup> in reflecting area,7009.91.50
Containing LED or fluorescent lighting,7009.91.50.10
Over-the-door mirrors of a kind described in statistical note 2 to this chapter,7009.91.50.91
Other,7009.91.50.95
Framed:,7009.92
Not over 929 cm<sup>2</sup> in reflecting area,7009.92.10
Containing LED or fluorescent lighting,7009.92.10.10
Other,7009.92.10.90
Over 929 cm<sup>2</sup> in reflecting area,7009.92.50
Containing LED or fluorescent lighting,7009.92.50.10
Over-the-door mirrors of a kind described in statistical note 2 to this chapter,7009.92.50.91
Other,7009.92.50.95
"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass:",7010
Ampoules,7010.10.00.00
"Stoppers, lids and other closures:",7010.2
Produced by automatic machine,7010.20.20.00
Other,7010.20.30.00
Other:,7010.9
"Serum bottles, vials and other pharmaceutical containers",7010.90.05
Of a capacity exceeding 1 liter,7010.90.05.10
Of a capacity exceeding 0.33 liter but not exceeding 1 liter,7010.90.05.20
Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,7010.90.05.30
Of a capacity not exceeding 0.15 liter,7010.90.05.40
Produced by automatic machine,7010.90.20
Of a capacity exceeding 1 liter,7010.90.20.10
Of a capacity exceeding 0.33 liter but not exceeding 1 liter,7010.90.20.20
Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,7010.90.20.30
Of a capacity not exceeding 0.15 liter,7010.90.20.40
Other,7010.90.30
Of a capacity exceeding 1 liter,7010.90.30.10
Of a capacity exceeding 0.33 liter but not exceeding 1 liter,7010.90.30.20
Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,7010.90.30.30
Of a capacity not exceeding 0.15 liter,7010.90.30.40
Other containers (with or without their closures),7010.90.50
Having a mouth with an outer diameter of <il>38 mm</il> or more,7010.90.50.05
Other,7010.90.50.09
Having a mouth with an outer diameter of <il>38 mm</il> or more,7010.90.50.15
Other,7010.90.50.19
Having a mouth with an outer diameter of <il>38 mm</il> or more,7010.90.50.25
Other,7010.90.50.29
Having a mouth with an outer diameter of <il>38 mm</il> or more,7010.90.50.35
Other,7010.90.50.39
Having a mouth with an outer diameter of <il>38 mm</il> or more,7010.90.50.45
Other,7010.90.50.49
Of a capacity not exceeding 0.118 liter,7010.90.50.55
"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode-ray tubes or the like:",7011
For electric lighting:,7011.1
Bulbs for incandescent lamps,7011.10.10.00
Other,7011.10.50.00
For cathode-ray tubes:,7011.2
Cones,7011.20.10.00
"Monochrome glass envelopes, the foregoing certified by the importer as being for actual use in automatic data processing machine data or graphic display cathode ray tubes",7011.20.45.00
Other,7011.20.85
With greatest diagonal measurement not exceeding <il>50 cm</il>,7011.20.85.10
Other,7011.20.85.25
Other,7011.20.85.40
Other,7011.90.00.00
"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018):",7013
Of glass-ceramics:,7013.1
"Kitchenware, non-glazed, greater than 75 percent by volume crystalline, of lithium aluminosilicate, having a linear coefficient of expansion not exceeding 10 x 10<sup>-7</sup> per Kelvin within a temperature range of 0?C to 300?C, transparent, haze-free, exhibiting transmittances of infrared radiations in excess of 75 percent at a wavelength of 2.5 microns when measured on a sample 3 mm in thickness, and containing ?-quartz solid solution as the predominant crystal phase",7013.10.10.00
Other,7013.10.50.00
Of lead crystal:,7013.22
Valued not over $1 each,7013.22.10.00
Valued over $1 but not over $3 each,7013.22.20.00
Valued over $3 but not over $5 each,7013.22.30.00
Valued over $5 each,7013.22.50.00
Other:,7013.28
Pressed and toughened (specially tempered),7013.28.05.00
Valued not over $0.30 each,7013.28.10.00
Valued over $0.30 but not over $3 each,7013.28.20
Crystalline or non-lead crystal,7013.28.20.10
Other,7013.28.20.90
Valued over $3 but not over $5 each,7013.28.30.00
Valued over $5 each,7013.28.40.00
Valued over $3 but not over $5 each,7013.28.50
Crystalline or non-lead crystal,7013.28.50.10
Other,7013.28.50.90
Valued over $5 each,7013.28.60
Crystalline or non-lead crystal,7013.28.60.10
Other,7013.28.60.90
Of lead crystal:,7013.33
Valued not over $1 each,7013.33.10.00
Valued over $1 but not over $3 each,7013.33.20.00
Valued over $3 but not over $5 each,7013.33.30.00
Valued over $5 each,7013.33.50.00
Other:,7013.37
Pressed and toughened (specially tempered),7013.37.05.00
Valued not over $0.30 each,7013.37.10
Crystalline or non-lead crystal,7013.37.10.10
Other,7013.37.10.90
Valued over $0.30 but not over $3 each,7013.37.20
Crystalline or non-lead crystal,7013.37.20.10
Other,7013.37.20.90
Valued over $3 but not over $5 each,7013.37.30.00
Valued over $5 each,7013.37.40.00
Valued over $3 but not over $5 each,7013.37.50
Crystalline or non-lead crystal,7013.37.50.10
Other,7013.37.50.90
Valued over $5 each,7013.37.60
Crystalline or non-lead crystal,7013.37.60.10
Other,7013.37.60.90
Of lead crystal:,7013.41
Valued not over $1 each,7013.41.10.00
Valued over $1 but not over $3 each,7013.41.20.00
Valued over $3 but not over $5 each,7013.41.30.00
Valued over $5 each,7013.41.50.00
Of glass having a linear coefficient of expansion not exceeding 5 x 10<sup>-6</sup> per Kelvin within a temperature range of <il>0?C to 300?C:</il>,7013.42
Pressed and toughened (specially tempered),7013.42.10.00
Valued not over $3 each,7013.42.20.00
Valued over $3 but not over $5 each,7013.42.30.00
Valued over $5 each,7013.42.40.00
Other:,7013.49
Pressed and toughened (specially tempered),7013.49.10.00
Valued not over $3 each,7013.49.20
Crystalline or non-lead crystal,7013.49.20.10
Other,7013.49.20.90
Valued over $3 but not over $5 each,7013.49.30.00
Valued over $5 each,7013.49.40.00
Valued over $3 but not over $5 each,7013.49.50
Crystalline or non-lead crystal,7013.49.50.10
Other,7013.49.50.90
Valued over $5 each,7013.49.60
Crystalline or non-lead crystal,7013.49.60.10
Other,7013.49.60.90
Of lead crystal:,7013.91
Valued not over $1 each,7013.91.10.00
Valued over $1 but not over $3 each,7013.91.20.00
Valued over $3 but not over $5 each,7013.91.30.00
Valued over $5 each,7013.91.50.00
Other:,7013.99
"Glassware decorated with metal flecking, glass pictorial scenes or glass thread- or ribbon-like effects, any of the foregoing embedded or introduced into the body of the glassware prior to its solidification; millefiori glassware; glassware colored prior to solidification, and characterized by random distribution of numerous bubbles, seeds or stones, throughout the mass of the glass",7013.99.10.00
Pressed and toughened (specially tempered),7013.99.20.00
Smokers' articles; perfume bottles fitted with ground glass stoppers,7013.99.30.00
Votive-candle holders,7013.99.35.00
Valued not over $0.30 each,7013.99.40
Crystalline or non-lead crystal,7013.99.40.10
Other,7013.99.40.90
Valued over $0.30 but not over $3 each,7013.99.50
Crystalline or non-lead crystal,7013.99.50.10
Other,7013.99.50.90
Valued over $3 but not over $5 each,7013.99.60.00
Valued over $5 each,7013.99.70.00
Valued over $3 but not over $5 each,7013.99.80
Crystalline or non-lead crystal,7013.99.80.10
Other,7013.99.80.90
Valued over $5 each,7013.99.90
Crystalline or non-lead crystal,7013.99.90.10
Other,7013.99.90.90
"Signaling glassware and optical elements of glass (other than those of heading 7015), not optically worked:",7014
Lens blanks (other than for spectacles),7014.00.10.00
Other,7014.00.20.00
"Lenses and filters, and parts thereof",7014.00.30.00
Other,7014.00.50.00
"Clock or watch glasses and similar glasses, glasses for noncorrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses:",7015
Glasses for corrective spectacles,7015.10.00.00
Other:,7015.9
Round,7015.90.10.00
Other,7015.90.20.00
Other,7015.90.50.00
"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded glass windows and the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms:",7016
"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes",7016.10.00.00
Other:,7016.9
"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass",7016.90.10
Bricks and blocks,7016.90.10.10
Other,7016.90.10.50
Other,7016.90.50.00
"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated:",7017
Of fused quartz or other fused silica:,7017.1
Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,7017.10.30.00
Other,7017.10.60.00
Of other glass having a linear coefficient of expansion not exceeding 5 x 10<sup>-6</sup> per Kelvin within a temperature range of 0°C to 300°C,7017.20.00.00
Other:,7017.9
Microscope slides and micro cover glasses,7017.90.10.00
Other,7017.90.50.00
"Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewelry; glass microspheres not exceeding 1 mm in diameter:",7018
"Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares:",7018.1
"Imitation pearls and imitation pearl beads of all shapes and colors, drilled or not drilled, but not strung (except temporarily) and not set",7018.10.10.00
Imitation precious or semiprecious stones (except imitation beads thereof),7018.10.20.00
Other,7018.10.50.00
Glass microspheres not exceeding 1 mm in diameter,7018.20.00.00
Other:,7018.9
"Glass eyes, except prosthetic articles",7018.90.10.00
Other,7018.90.50.00
"Glass fibers (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics):",7019
"Chopped strands, of a length of not more than <il>50 mm</il>",7019.11.00.00
Rovings,7019.12.00
Of a kind used in industry as packing or lubricating materials,7019.12.00.40
Other,7019.12.00.80
"Other yarn, slivers:",7019.13
"Fiberglass rubber reinforcing yarn, made from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds",7019.13.05.00
Other,7019.13.15
Of a kind used in industry as packing or lubricating materials (201),7019.13.15.40
Other (201),7019.13.15.80
"Fiberglass rubber reinforcing yarn, made from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds",7019.13.24.00
Other (201),7019.13.28.00
Other,7019.13.35.00
Mechanically bonded mats,7019.14.00.00
Chemically bonded mats,7019.15.00.00
Other:,7019.19
"Chopped strands, of a length more than <il>50 mm</il>",7019.19.30.00
"Fiberglass rubber reinforcing cord, made from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds",7019.19.70.00
Other,7019.19.91.00
Closed woven fabrics of rovings:,7019.61
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.61.05.00
Other (622),7019.61.10.00
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.61.30.00
Other,7019.61.40
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.61.40.30
Other (622),7019.61.40.60
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.61.70.00
Other,7019.61.90
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.61.90.30
Other (622),7019.61.90.60
Other closed fabrics of rovings:,7019.62
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.62.05.00
Other (622),7019.62.15.00
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.62.30.00
Other,7019.62.40
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.62.40.30
Other (622),7019.62.40.60
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.62.70.00
Other,7019.62.90
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.62.90.30
Other (622),7019.62.90.60
"Closed woven fabrics, plain weave, of yarns, not coated or laminated:",7019.63
Fiberglass tire cord woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.63.05.00
Other,7019.63.15
Weighing 185 grams or less per square meter (622),7019.63.15.10
Other (622),7019.63.15.90
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.63.30.00
Other,7019.63.40
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.63.40.30
Other (622),7019.63.40.60
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.63.70.00
Other,7019.63.90
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.63.90.30
Other,7019.63.90.60
"Closed woven fabrics, plain weave, of yarns, coated or laminated:",7019.64
Fiberglass tire cord woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.64.05.00
Other,7019.64.15
Weighing 185 grams or less per square meter (622),7019.64.15.10
Other (622),7019.64.15.90
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.64.30.00
Other,7019.64.40
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.64.40.30
Other (622),7019.64.40.60
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.64.70.00
Other,7019.64.90
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.64.90.30
Other (622),7019.64.90.60
Open woven fabrics of a width not exceeding 30 cm:,7019.65
Fiberglass tire cord woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.65.51.00
Other,7019.65.90
Weighing 185 grams or less per square meter (622),7019.65.90.10
Other (622),7019.65.90.90
"Plain weave, weighing less than 250 g/m<sup>2</sup>, of filaments measuring per single yarn not more than 136 tex:",7019.66
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.66.30.00
Other,7019.66.40
Weighing 185 grams or less per square meter (622),7019.66.40.10
"Weighing more than 215 grams per square meter, with a filament diameter of 7 to <il>13 microns</il> (622)",7019.66.40.21
Other (622),7019.66.40.96
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.66.70.00
Other,7019.66.90
Weighing 185 grams or less per square meter (622),7019.66.90.10
"Weighing more than 215 grams per square meter, with a filament diameter of 7 to <il>13 microns</il> (622)",7019.66.90.21
Other (622),7019.66.90.60
Other:,7019.69
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.69.30.00
Other,7019.69.40
Weighing 185 grams or less per square meter (622),7019.69.40.10
"Weighing more than 215 grams per square meter, with a filament diameter of 7 to <il>13 microns</il> (622)",7019.69.40.21
Other (622),7019.69.40.96
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.69.70.00
Other,7019.69.90
Weighing 185 grams or less per square meter (622),7019.69.90.10
"Weighing more than 215 grams per square meter, with a filament diameter of 7 to <il>13 microns</il> (622)",7019.69.90.21
Other (622),7019.69.90.60
Veils (thin sheets),7019.71.00.00
Other closed fabrics:,7019.72
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.72.05.00
Other (622),7019.72.15.00
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.72.30.00
Other,7019.72.40
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.72.40.30
Other (622),7019.72.40.60
Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.72.70.00
Other,7019.72.90
Silica filament fabric of filaments with silica content greater than 93 percent (622),7019.72.90.30
Other (622),7019.72.90.60
Other open fabrics:,7019.73
Fiberglass tire cord woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),7019.73.51.00
Other,7019.73.90
Weighing 185 grams or less per square meter (622),7019.73.90.10
Other (622),7019.73.90.90
Glass wool and articles of glass wool:,7019.8
Insulation products,7019.80.10
Batts,7019.80.10.10
Pipe coverings,7019.80.10.20
Other,7019.80.10.90
Other,7019.80.90.00
Other:,7019.9
Woven,7019.90.11.00
Other,7019.90.51
Glass fibers in bulk,7019.90.51.20
Glass fiber filters,7019.90.51.40
Other,7019.90.51.50
Other articles of glass:,7020
Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,7020.00.30.00
Glass inners for vacuum flasks or for other vacuum vessels,7020.00.40.00
Other,7020.00.60.00
"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport:",7101
Natural pearls:,7101.1
Graded and temporarily strung for convenience of transport,7101.10.30.00
Other,7101.10.60.00
Unworked,7101.21.00.00
Worked:,7101.22
Graded and temporarily strung for convenience of transport,7101.22.30.00
Other,7101.22.60.00
"Diamonds, whether or not worked, but not mounted or set:",7102
Unsorted,7102.10.00.00
"Unworked or simply sawn, cleaved or bruted:",7102.21
Miners' diamonds,7102.21.10
Carbonados,7102.21.10.10
Other,7102.21.10.20
"Simply sawn, cleaved or bruted",7102.21.30.00
Other,7102.21.40.00
Other,7102.29.00
Carbonados,7102.29.00.10
Other,7102.29.00.20
Other,7102.29.00.50
"Unworked or simply sawn, cleaved or bruted",7102.31.00.00
Other,7102.39.00
Weighing not over 0.5 carat each,7102.39.00.10
Weighing over 0.5 carat each,7102.39.00.50
"Precious stones (other than diamonds) and semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semiprecious stones, temporarily strung for convenience of transport:",7103
Unworked or simply sawn or roughly shaped:,7103.1
Unworked,7103.10.20.00
Other,7103.10.40.00
"Rubies, sapphires and emeralds",7103.91.00
Rubies,7103.91.00.10
Sapphires,7103.91.00.20
Emeralds,7103.91.00.30
Other:,7103.99
"Cut but not set, and suitable for use in the manufacture of jewelry",7103.99.10.00
Other,7103.99.50.00
"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semiprecious stones, temporarily strung for convenience of transport:",7104
Piezo-electric quartz,7104.10.00.00
Diamonds,7104.21.00.00
Other,7104.29.00.00
Diamonds:,7104.91
"Cut but not set, and suitable for use in the manufacture of jewelry",7104.91.10.00
Other,7104.91.50.00
Other:,7104.99
"Cut but not set, and suitable for use in the manufacture of jewelry",7104.99.10.00
Other,7104.99.50.00
Dust and powder of natural or synthetic precious or semi- precious stones:,7105
Of diamonds,7105.10.00
80 mesh or finer,7105.10.00.11
Other,7105.10.00.15
Coated with metal,7105.10.00.20
80 mesh or finer,7105.10.00.30
Other,7105.10.00.50
Other,7105.90.00.00
"Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form:",7106
Powder,7106.10.00.00
Unwrought:,7106.91
Bullion and dore,7106.91.10
Bullion,7106.91.10.10
Dore,7106.91.10.20
Other,7106.91.50.00
Semimanufactured:,7106.92
"Rectangular or near rectangular shapes, containing 99.5 percent or more by weight of silver and not otherwise marked or decorated than with weight, purity, or other identifying information",7106.92.10.00
Other,7106.92.50.00
"Base metals clad with silver, not further worked than semi- manufactured",7107.00.00.00
"Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form:",7108
Powder,7108.11.00.00
Other unwrought forms:,7108.12
Bullion and dore,7108.12.10
Containing by weight not less than 99.95 percent of gold,7108.12.10.13
Other,7108.12.10.17
Dore,7108.12.10.20
Other,7108.12.50
Containing by weight not less than 99.95 percent of gold,7108.12.50.10
Other,7108.12.50.50
Other semimanufactured forms:,7108.13
Gold leaf,7108.13.10.00
"Rectangular or near rectangular shapes, containing 99.5 percent or more by weight of gold and not otherwise marked or decorated than with weight, purity, or other identifying information",7108.13.55.00
Other,7108.13.70.00
Monetary,7108.20.00.00
"Base metals or silver, clad with gold, not further worked than semimanufactured",7109.00.00.00
"Platinum, unwrought or in semimanufactured forms, or in powder form:",7110
Unwrought or in powder form,7110.11.00
Grain and nuggets of the metal platinum,7110.11.00.10
Sponge of the metal platinum,7110.11.00.20
Other,7110.11.00.50
Other,7110.19.00.00
Unwrought or in powder,7110.21.00.00
Other,7110.29.00.00
Unwrought or in powder form,7110.31.00.00
Other,7110.39.00.00
Unwrought or in powder form,7110.41.00
Iridium,7110.41.00.10
Osmium,7110.41.00.20
Ruthenium,7110.41.00.30
Other,7110.41.00.50
Other,7110.49.00
Iridium separately,7110.49.00.10
Other,7110.49.00.50
"Base metals, silver or gold, clad with platinum, not further worked than semimanufactured",7111.00.00.00
"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 8549:",7112
Ash containing precious metal or precious metal compounds,7112.30.01.00
"Of gold, including metal clad with gold but excluding sweepings containing other precious metals",7112.91.01.00
"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",7112.92.01.00
Other,7112.99.01.00
"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal:",7113
"Of silver, whether or not plated or clad with other precious metal:",7113.11
"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.11.10.00
Valued not over $18 per dozen pieces or parts,7113.11.20.00
Other,7113.11.50.00
"Of other precious metal, whether or not plated or clad with precious metal:",7113.19
"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.19.10.00
Rope,7113.19.21.00
Mixed link,7113.19.25.00
Other,7113.19.29.00
Clasps and parts thereof,7113.19.30.00
Other,7113.19.50
Necklaces and neck chains,7113.19.50.21
Rings,7113.19.50.25
Earrings,7113.19.50.30
Other,7113.19.50.45
Other,7113.19.50.90
Of base metal clad with precious metal:,7113.2
"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.20.10.00
Rope,7113.20.21.00
Mixed link,7113.20.25.00
Other,7113.20.29.00
Clasps and parts thereof,7113.20.30.00
Other,7113.20.50.00
"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal:",7114
"Of silver, whether or not plated or clad with other precious metal:",7114.11
Knives with silver handles,7114.11.10.00
Forks with silver handles,7114.11.20.00
With sterling silver handles,7114.11.30.00
Other,7114.11.40.00
"Sets of the foregoing which include two or more knives, forks, spoons or ladles",7114.11.45.00
Sterling silver tableware,7114.11.50.00
Other,7114.11.60.00
Other,7114.11.70.00
Of other precious metal whether or not plated or clad with precious metal,7114.19.00.00
Of base metal clad with precious metal,7114.20.00
"Articles not elsewhere specified or included, of a type used for household, table or kitchen use; toilet or sanitary ware",7114.20.00.40
Other,7114.20.00.60
Other articles of precious metal or of metal clad with precious metal:,7115
"Catalysts in the form of wire cloth or grill, of platinum",7115.10.00.00
Other:,7115.9
"Articles of precious metal, in rectangular or near rectangular shapes, containing 99.5 percent or more by weight of a precious metal and not otherwise marked or decorated than with weight, purity, or other identifying information",7115.90.05
Of gold,7115.90.05.30
Of silver,7115.90.05.60
Other,7115.90.05.90
"Of gold, including metal clad with gold",7115.90.30.00
"Of silver, including metal clad with silver",7115.90.40.00
Other,7115.90.60.00
"Articles of natural or cultured pearls, precious or semiprecious stones (natural, synthetic or reconstructed):",7116
Of natural or cultured pearls:,7116.1
Natural,7116.10.10.00
Cultured,7116.10.25.00
"Of precious or semiprecious stones (natural, synthetic or reconstructed):",7116.2
Valued not over $40 per piece,7116.20.05.00
Other,7116.20.15.00
Graded semiprecious stones strung temporarily for convenience of transport,7116.20.30.00
Figurines of semiprecious stone,7116.20.35.00
Other,7116.20.40.00
Other,7116.20.50.00
Imitation jewelry:,7117
Cuff links and studs,7117.11.00.00
Other:,7117.19
Toy jewelry valued not over 8 cents per piece,7117.19.05.00
Other,7117.19.15.00
Valued over 33 cents per meter,7117.19.20.00
Religious articles of a purely devotional charac- ter designed to be worn on apparel or carried on or about or attached to the person,7117.19.30.00
Toy jewelry valued not over 8 cents per piece,7117.19.60.00
Other,7117.19.90.00
Other:,7117.9
"Necklaces, valued not over 30 cents per dozen, composed wholly of plastic shapes mounted on fiber string",7117.90.10.00
Rosaries and chaplets,7117.90.20.00
Other,7117.90.30.00
Toy jewelry (except parts),7117.90.45.00
Other,7117.90.55.00
Toy jewelry (except parts) valued not over 8 cents per piece,7117.90.60.00
Of plastics,7117.90.75.00
Other,7117.90.90.00
Coin:,7118
"Coin (other than gold coin), not being legal tender",7118.10.00.00
Other,7118.90.00
Canadian maple leaf,7118.90.00.11
Other,7118.90.00.19
Platinum,7118.90.00.20
Other,7118.90.00.55
"Pig iron and spiegeleisen in pigs, blocks or other primary forms:",7201
Nonalloy pig iron containing by weight 0.5 percent or less of phosphorus,7201.10.00.00
Nonalloy pig iron containing by weight more than 0.5 percent of phosphorus,7201.20.00.00
Alloy pig iron; spiegeleisen:,7201.5
Alloy pig iron,7201.50.30.00
Spiegeleisen,7201.50.60.00
Ferroalloys:,7202
Containing by weight more than 2 percent of carbon:,7202.11
Containing by weight more than 2 percent but not more than 4 percent of carbon,7202.11.10.00
Containing by weight more than 4 percent of carbon,7202.11.50.00
Other:,7202.19
Containing by weight not more than 1 percent of carbon,7202.19.10.00
